UMOD	1.427013346937462
TNFRSF11A	1.427013346937462
BLK	1.427013346937462
CD86	1.427013346937462
KRT10	1.427013346937462
IKZF1	1.427013346937462
GSTA1	1.427013346937462
TKT	1.427013346937462
GBA	1.427013346937462
GCFC2	1.427013346937462
LIFR	1.427013346937462
SULT2A1	1.427013346937462
BNIP3	1.427013346937462
BABAM2	1.427013346937462
GORAB	1.427013346937462
CALCA	1.427013346937462
SRSF2	1.427013346937462
TWSG1	1.427013346937462
POC1A	1.427013346937462
SARS	1.427013346937462
CPLANE1	1.427013346937462
LPO	1.427013346937462
NCOR1	1.427013346937462
MCIDAS	1.427013346937462
LINC01194	1.427013346937462
PF4	1.427013346937462
EDAR	1.427013346937462
OCM	1.427013346937462
ETV5	1.427013346937462
EDA	1.427013346937462
TCP1	1.427013346937462
UBR1	1.427013346937462
SLC2A9	1.427013346937462
HBM	1.427013346937462
CCL28	1.427013346937462
CXCL10	1.427013346937462
IL7	1.427013346937462
GYPA	1.427013346937462
PLAC8	1.427013346937462
MXD1	1.427013346937462
NRM	1.427013346937462
NBEAL2	1.427013346937462
IGSF3	1.427013346937462
PLEKHO1	1.427013346937462
BCL2L10	1.427013346937462
GDF10	1.427013346937462
ARHGEF7	1.427013346937462
IL2RB	1.427013346937462
BTC	1.427013346937462
ZNF362	1.427013346937462
ESD	1.427013346937462
PDF	1.427013346937462
SERPINA6	1.427013346937462
DNMT3B	1.427013346937462
ZFPM1	1.427013346937462
F13A1	1.427013346937462
CYP2C8	1.427013346937462
DIO2	1.427013346937462
OR51B5	1.427013346937462
HAL	1.427013346937462
MCU	1.427013346937462
DNM1	1.427013346937462
GRAP2	1.427013346937462
KCNMB2-AS1	1.427013346937462
LINC01193	1.427013346937462
MYH9	1.427013346937462
CD80	1.427013346937462
ATP2B1	1.427013346937462
COL3A1	1.427013346937462
MLC1	1.427013346937462
REC8	1.427013346937462
OR51B6	1.427013346937462
CANX	1.427013346937462
CD1D	1.427013346937462
CSF2	1.427013346937462
PRRC2A	1.427013346937462
SERPINE1	1.427013346937462
GIPC1	1.427013346937462
FST	1.427013346937462
AHRR	1.427013346937462
ICAM4	1.427013346937462
SGSM3	1.427013346937462
REM1	1.427013346937462
CDIPT	1.427013346937462
SMIM10L2A	1.427013346937462
BPI	1.427013346937462
IL5RA	1.427013346937462
HJV	1.427013346937462
KNG1	1.427013346937462
RNASE3	1.427013346937462
SGO1	1.427013346937462
SEC14L2	1.427013346937462
F8	1.427013346937462
HBE1	1.427013346937462
HDAC2	1.427013346937462
CTGF	1.427013346937462
H2AFX	1.427013346937462
GNA12	1.427013346937462
LCN1	1.427013346937462
IRF6	1.427013346937462
CCR7	1.427013346937462
NR4A2	1.427013346937462
FN1	1.427013346937462
SERPINB2	1.427013346937462
CYP3A4	1.427013346937462
FLCN	1.427013346937462
RAD21	1.427013346937462
ASXL1	1.427013346937462
CBX5	1.427013346937462
MYH14	1.427013346937462
PTGS2	1.427013346937462
DLL4	1.427013346937462
INS	1.427013346937462
SIRT1	1.427013346937462
PSMA1	1.427013346937462
AIMP2	1.427013346937462
CPM	1.427013346937462
AK1	1.427013346937462
IKZF4	1.427013346937462
CD38	1.427013346937462
CCL11	1.427013346937462
HLA-DPB1	1.427013346937462
IL37	1.427013346937462
IL22	1.427013346937462
EPOR	1.427013346937462
NT5C3A	1.427013346937462
CNTN2	1.427013346937462
SDC1	1.427013346937462
IRF1	1.427013346937462
BMP4	1.427013346937462
AKAP9	1.427013346937462
CMTR2	1.427013346937462
GTF2H1	1.427013346937462
SPR	1.427013346937462
ARCN1	1.427013346937462
RRAD	1.427013346937462
SHC2	1.427013346937462
SAGE1	1.427013346937462
ITM2B	1.427013346937462
TMEM245	1.427013346937462
TRPC6	1.427013346937462
SEPT9	1.427013346937462
HPRT1	1.427013346937462
IK	1.427013346937462
CFB	1.427013346937462
GRB10	1.427013346937462
TPSG1	1.427013346937462
CD53	1.427013346937462
CD37	1.427013346937462
PDE5A	1.427013346937462
STK19	1.427013346937462
SLC2A10	1.427013346937462
KCNK2	1.427013346937462
CCHCR1	1.427013346937462
HSD17B12	1.427013346937462
USE1	1.427013346937462
HOPX	1.427013346937462
CISH	1.427013346937462
IFITM1	1.427013346937462
HSD17B4	1.427013346937462
TBC1D1	1.427013346937462
UBE2D1	1.427013346937462
